0.0010000	 2.5132744	 0.0004822	 0.9045086	 0.0000003
0.0020000	 2.5132751	 0.0009644	 0.9045090	 0.0000014
0.0030000	 2.5132763	 0.0014466	 0.9045097	 0.0000031
0.0040000	 2.5132780	 0.0019289	 0.9045106	 0.0000055
0.0050000	 2.5132802	 0.0024111	 0.9045117	 0.0000086
0.0060000	 2.5132828	 0.0028933	 0.9045131	 0.0000124
0.0070000	 2.5132859	 0.0033755	 0.9045148	 0.0000169
0.0080000	 2.5132896	 0.0038577	 0.9045168	 0.0000220
0.0090000	 2.5132937	 0.0043399	 0.9045189	 0.0000279
0.0100000	 2.5132982	 0.0048221	 0.9045214	 0.0000344
0.0110000	 2.5133033	 0.0053043	 0.9045241	 0.0000416
0.0120000	 2.5133088	 0.0057866	 0.9045271	 0.0000495
0.0130000	 2.5133149	 0.0062688	 0.9045303	 0.0000581
0.0140000	 2.5133214	 0.0067510	 0.9045338	 0.0000674
0.0150000	 2.5133284	 0.0072332	 0.9045375	 0.0000774
0.0160000	 2.5133358	 0.0077154	 0.9045415	 0.0000881
0.0170000	 2.5133438	 0.0081976	 0.9045458	 0.0000994
0.0180000	 2.5133522	 0.0086798	 0.9045503	 0.0001114
0.0190000	 2.5133612	 0.0091620	 0.9045551	 0.0001242
0.0200000	 2.5133706	 0.0096442	 0.9045601	 0.0001376
0.0210000	 2.5133805	 0.0101264	 0.9045654	 0.0001517
0.0220000	 2.5133908	 0.0106086	 0.9045709	 0.0001665
0.0230000	 2.5134017	 0.0110908	 0.9045767	 0.0001820
0.0240000	 2.5134130	 0.0115730	 0.9045828	 0.0001981
0.0250000	 2.5134248	 0.0120551	 0.9045891	 0.0002150
0.0260000	 2.5134371	 0.0125373	 0.9045957	 0.0002325
0.0270000	 2.5134499	 0.0130195	 0.9046025	 0.0002507
0.0280000	 2.5134631	 0.0135017	 0.9046096	 0.0002697
0.0290000	 2.5134769	 0.0139839	 0.9046170	 0.0002893
0.0300000	 2.5134911	 0.0144661	 0.9046246	 0.0003096
0.0310000	 2.5135058	 0.0149482	 0.9046324	 0.0003305
0.0320000	 2.5135210	 0.0154304	 0.9046406	 0.0003522
0.0330000	 2.5135367	 0.0159126	 0.9046490	 0.0003746
0.0340000	 2.5135528	 0.0163947	 0.9046576	 0.0003976
0.0350000	 2.5135695	 0.0168769	 0.9046665	 0.0004213
0.0360000	 2.5135866	 0.0173591	 0.9046756	 0.0004457
0.0370000	 2.5136042	 0.0178412	 0.9046851	 0.0004708
0.0380000	 2.5136223	 0.0183234	 0.9046947	 0.0004966
0.0390000	 2.5136408	 0.0188055	 0.9047047	 0.0005231
0.0400000	 2.5136599	 0.0192877	 0.9047148	 0.0005503
0.0410000	 2.5136794	 0.0197698	 0.9047253	 0.0005781
0.0420000	 2.5136994	 0.0202520	 0.9047360	 0.0006067
0.0430000	 2.5137199	 0.0207341	 0.9047469	 0.0006359
0.0440000	 2.5137409	 0.0212162	 0.9047582	 0.0006658
0.0450000	 2.5137624	 0.0216984	 0.9047696	 0.0006964
0.0460000	 2.5137843	 0.0221805	 0.9047814	 0.0007277
0.0470000	 2.5138067	 0.0226626	 0.9047934	 0.0007597
0.0480000	 2.5138296	 0.0231447	 0.9048056	 0.0007923
0.0490000	 2.5138530	 0.0236268	 0.9048181	 0.0008257
0.0500000	 2.5138769	 0.0241090	 0.9048309	 0.0008597
0.0510000	 2.5139012	 0.0245911	 0.9048439	 0.0008945
0.0520000	 2.5139261	 0.0250732	 0.9048572	 0.0009299
0.0530000	 2.5139514	 0.0255553	 0.9048707	 0.0009660
0.0540000	 2.5139772	 0.0260374	 0.9048845	 0.0010027
0.0550000	 2.5140034	 0.0265194	 0.9048986	 0.0010402
0.0560000	 2.5140302	 0.0270015	 0.9049129	 0.0010784
0.0570000	 2.5140574	 0.0274836	 0.9049274	 0.0011172
0.0580000	 2.5140852	 0.0279657	 0.9049422	 0.0011567
0.0590000	 2.5141134	 0.0284477	 0.9049573	 0.0011970
0.0600000	 2.5141421	 0.0289298	 0.9049727	 0.0012379
0.0610000	 2.5141712	 0.0294119	 0.9049883	 0.0012795
0.0620000	 2.5142009	 0.0298939	 0.9050041	 0.0013217
0.0630000	 2.5142310	 0.0303760	 0.9050202	 0.0013647
0.0640000	 2.5142616	 0.0308580	 0.9050366	 0.0014083
0.0650000	 2.5142927	 0.0313401	 0.9050532	 0.0014527
0.0660000	 2.5143243	 0.0318221	 0.9050701	 0.0014977
0.0670000	 2.5143564	 0.0323041	 0.9050872	 0.0015434
0.0680000	 2.5143889	 0.0327861	 0.9051046	 0.0015898
0.0690000	 2.5144220	 0.0332681	 0.9051223	 0.0016369
0.0700000	 2.5144555	 0.0337502	 0.9051402	 0.0016846
0.0710000	 2.5144895	 0.0342322	 0.9051583	 0.0017331
0.0720000	 2.5145239	 0.0347142	 0.9051768	 0.0017822
0.0730000	 2.5145589	 0.0351961	 0.9051954	 0.0018321
0.0740000	 2.5145943	 0.0356781	 0.9052144	 0.0018826
0.0750000	 2.5146302	 0.0361601	 0.9052336	 0.0019338
0.0760000	 2.5146666	 0.0366421	 0.9052530	 0.0019856
0.0770000	 2.5147035	 0.0371240	 0.9052727	 0.0020382
0.0780000	 2.5147409	 0.0376060	 0.9052927	 0.0020915
0.0790000	 2.5147787	 0.0380880	 0.9053129	 0.0021454
0.0800000	 2.5148171	 0.0385699	 0.9053334	 0.0022000
0.0810000	 2.5148559	 0.0390518	 0.9053541	 0.0022553
0.0820000	 2.5148952	 0.0395338	 0.9053751	 0.0023113
