0.0000000	3.8927934
0.0055556	0.3570976
0.0111111	1.5509968
0.0166667	3.2925450
0.0222222	17.5913887
0.0277778	0.7822325
0.0333333	5.2431693
0.0388889	3.3307129
0.0444444	2.3728524
0.0500000	1.0675571
0.0555556	13.5771783
0.0611111	5.9763217
0.0666667	1.5631568
0.0722222	5.2936616
0.0777778	1.5966294
0.0833333	2.8257320
0.0888889	1.5731400
0.0944444	1.3453371
0.1000000	5.1944661
0.1055556	22.2989748
0.1111111	1.3687796
0.1166667	0.9015960
0.1222222	1.5136409
0.1277778	2.2125476
0.1333333	0.2413841
0.1388889	0.9095448
0.1444444	3.8606747
0.1500000	3.0559221
0.1555556	3.8751845
0.1611111	1.7221431
0.1666667	1.7049017
0.1722222	1.2868980
0.1777778	0.4508069
0.1833333	0.7300689
0.1888889	1.9933771
0.1944444	1.6265331
0.2000000	0.4803980
0.2055556	4.5667790
0.2111111	1.8339000
0.2166667	0.0751540
0.2222222	11.3376079
0.2277778	7.8314815
0.2333333	104.6272041
0.2388889	6.8349774
0.2444444	18.8574685
0.2500000	1.9635058
0.2555556	5.1347629
0.2611111	4.8510678
0.2666667	5.8956479
0.2722222	0.5352033
0.2777778	0.6112443
0.2833333	0.2517829
0.2888889	0.5173942
0.2944444	2.9260620
0.3000000	2.9706735
0.3055556	1.3522034
0.3111111	1.2986684
0.3166667	9.0841915
0.3222222	6.3354053
0.3277778	0.8917994
0.3333333	0.6336137
0.3388889	1.8204756
0.3444444	0.6515730
0.3500000	3.7323422
0.3555556	1.9842233
0.3611111	3.0023944
0.3666667	2.5185142
0.3722222	5.9704196
0.3777778	1.1253645
0.3833333	1.6731482
0.3888889	1.9193363
0.3944444	0.9876378
0.4000000	0.4904908
0.4055556	1.7469101
0.4111111	0.0463589
0.4166667	0.0645819
0.4222222	0.6284805
0.4277778	1.4712945
0.4333333	0.3641191
0.4388889	5.0035744
0.4444444	8.8893870
0.4500000	2.1548659
0.4555556	3.5532320
0.4611111	0.5992788
0.4666667	1.8432141
0.4722222	0.7661118
0.4777778	0.0535930
0.4833333	1.4935334
0.4888889	0.0685971
0.4944444	0.2166659
0.5000000	0.4806001
0.5055556	0.1702295
0.5111111	0.0284815
0.5166667	0.2770027
0.5222222	0.0849612
0.5277778	0.3587346
0.5333333	0.0544757
0.5388889	0.0389037
0.5444444	0.2621944
0.5500000	0.1497473
0.5555556	0.2203255
0.5611111	0.3944390
0.5666667	3.0200816
0.5722222	2.4363685
0.5777778	1.0533709
0.5833333	3.4083813
0.5888889	0.9064426
0.5944444	1.3062192
0.6000000	0.6457807
0.6055556	0.2351319
0.6111111	0.3583855
0.6166667	1.3167616
0.6222222	0.2241523
0.6277778	0.0633842
0.6333333	0.3302938
0.6388889	0.3822747
0.6444444	0.0097984
0.6500000	0.7390509
0.6555556	0.5261459
0.6611111	0.2983634
0.6666667	0.7306678
0.6722222	0.1479648
0.6777778	0.6466210
0.6833333	0.0753370
0.6888889	0.1762294
0.6944444	0.7911212
0.7000000	0.7211892
0.7055556	0.2150505
0.7111111	0.7902648
0.7166667	0.1669350
0.7222222	0.4002001
0.7277778	0.7052495
0.7333333	0.0404909
0.7388889	0.1249837
0.7444444	1.6903189
0.7500000	0.0051131
0.7555556	0.2914910
0.7611111	0.0813673
0.7666667	0.4819274
0.7722222	0.0084664
0.7777778	2.2118413
0.7833333	0.7727491
0.7888889	0.1698617
0.7944444	1.8444715
0.8000000	0.7129761
0.8055556	0.4704468
0.8111111	0.0374727
0.8166667	0.0618693
0.8222222	0.1173799
0.8277778	0.0417322
0.8333333	0.4263774
0.8388889	0.1084245
0.8444444	0.1205289
0.8500000	0.0561691
0.8555556	0.3696517
0.8611111	0.2014653
0.8666667	0.2115801
0.8722222	0.3029127
0.8777778	0.0227337
0.8833333	0.5275654
0.8888889	0.1026062
0.8944444	0.0727518
0.9000000	0.1174163
0.9055556	1.4176482
0.9111111	1.4433154
0.9166667	0.2854584
0.9222222	0.4739599
0.9277778	0.5136948
0.9333333	0.0649021
0.9388889	0.1552912
0.9444444	0.1559623
0.9500000	0.0347008
0.9555556	0.7680370
0.9611111	0.3827137
0.9666667	0.2315473
0.9722222	0.4548948
0.9777778	0.3526532
0.9833333	0.0628988
0.9888889	0.0892737
0.9944444	0.0663033
1.0000000	0.0900440
1.0055556	0.5369112
1.0111111	0.7797427
